Date,Open,High,Low,Close,Body,Upper Wick,Lower Wick,,Gap,Inside Bar,% Change,,Volume,OBV,Vol SMA(20),,True Range,ATR(14),Hist Vol,BB Upper,BB Middle,BB Lower,,Avg Price,Avg Delta,ROC(5),,SMA(20),SMA(50),SMA(200),EMA(9),EMA(12),EMA(20),EMA(26),EMA(50),EMA(200),,MACD,Signal,MACD Hist,,R3,R2,R1,S1,S2,S3,,Kelt Upper,Kelt Mid,Kelt Lower,,Avg Up,Avg Down,RSI(9),StochRSI %K,StochRSI %D,,Avg Up 14,Avg Down 14,RSI(14),RSI Trend,,Williams %R,CCI,Momentum(10),,Plus DM,Minus DM,Plus DM14,Minus DM14,Plus DI14,Minus DI14,DX,ADX,,Tenkan,Kijun,Senkou A,Senkou B,Chikou,Senkou A+26,Senkou B+26
2025-09-15,1.1733,1.1775,1.1716,1.1761,0.0028,0.0014,0.0017,,-0.0002,0,0.22,,102425,2220045,124922,,59,77,6.67,1.1775,1.1684,1.1593,,1.1751,23,-0.02,,1.1684,1.1661,,1.1719,1.171,1.1695,1.1685,1.1639,,,0.0025,0.0019,0.0006,,1.1844,1.1814,1.1785,1.1726,1.1697,1.1667,,1.1849,1.1695,1.1541,,20.8,13.1,61.36,84.3,70.28,,21.4,15.2,58.47,↓,,-9.22,134.36,0.005,,27,0,216.06,154.33,280.6,200.43,17,12,,1.1694,1.1677,1.1686,1.1591,1.1761,1.1686,1.1591
2025-09-16,1.1763,1.1878,1.1757,1.1867,0.0104,0.0011,0.0006,,0.0002,0,0.9,,154976,2375021,127657,,121,80,7.29,1.1814,1.1695,1.1575,,1.1834,83,1.33,,1.1695,1.1663,,1.1749,1.1734,1.1711,1.1698,1.1648,,,0.0036,0.0022,0.0014,,1.2032,1.1972,1.1911,1.179,1.173,1.1669,,1.1871,1.1711,1.1551,,30.3,11.6,72.32,100,82.48,,27.4,14.1,66.02,↑,,-4.07,230.45,0.0225,,103,0,303.63,143.31,379.54,179.14,36,14,,1.1754,1.1726,1.174,1.1635,1.1867,1.174,1.1635
2025-09-17,1.1861,1.1919,1.1808,1.1813,-0.0048,0.0058,0.0005,,-0.0006,0,-0.46,,185867,2189154,131308,,111,82,7.54,1.1831,1.1703,1.1575,,1.1847,13,1.02,,1.1703,1.1665,,1.1762,1.1746,1.1721,1.1707,1.1654,,,0.0039,0.0025,0.0014,,1.1996,1.194,1.1885,1.1774,1.1719,1.1663,,1.1885,1.1721,1.1557,,26.9,16.3,62.27,50.07,78.12,,25.4,17,59.91,↓,,-34.08,206.27,0.0152,,41,0,322.94,133.07,393.83,162.28,42,16,,1.1784,1.1747,1.1766,1.1656,1.1813,1.1766,1.1656
2025-09-18,1.1813,1.1848,1.175,1.1786,-0.0027,0.0035,0.0036,,0,0,-0.23,,181114,2008040,134343,,98,83,7.44,1.1837,1.1712,1.1587,,1.1795,-52,0.43,,1.1712,1.1667,,1.1767,1.1752,1.1727,1.1713,1.1659,,,0.0039,0.0028,0.0011,,1.1937,1.1888,1.1839,1.1741,1.1692,1.1643,,1.1893,1.1727,1.1561,,23.9,17.5,57.73,27.52,59.2,,23.6,17.7,57.14,↑,,-42.77,119.64,0.0135,,0,58,299.87,181.57,361.29,218.76,25,17,,1.179,1.1747,1.1769,1.1656,1.1786,1.1769,1.1656
2025-09-19,1.1789,1.1793,1.1729,1.1747,-0.0042,0.0004,0.0018,,0.0003,0,-0.33,,158090,1849950,134910,,64,82,6.73,1.1839,1.1713,1.1587,,1.1756,-39,0.1,,1.1713,1.1668,,1.1763,1.1751,1.1729,1.1716,1.1662,,,0.0035,0.0029,0.0006,,1.1848,1.1816,1.1784,1.172,1.1688,1.1656,,1.1893,1.1729,1.1565,,21.2,19.9,51.58,0,25.86,,21.9,19.2,53.28,↓,,-55.31,60.03,0.0029,,0,21,278.45,189.6,339.57,231.22,19,17,,1.179,1.1747,1.1769,1.1656,1.1747,1.1769,1.1656
2025-09-22,1.1739,1.1803,1.1726,1.1803,0.0064,0,0.0013,,-0.0008,0,0.48,,115238,1965188,135634,,77,82,6.05,1.1846,1.1722,1.1598,,1.1777,21,0.36,,1.1722,1.1671,,1.1771,1.1759,1.1736,1.1722,1.1668,,,0.0037,0.0031,0.0006,,1.1906,1.1868,1.1829,1.1752,1.1713,1.1675,,1.19,1.1736,1.1572,,25.1,17.7,58.64,34.04,20.52,,24.3,17.8,57.72,↑,,-37.3,78.88,0.004,,10,0,268.56,176.06,327.51,214.71,21,17,,1.179,1.1747,1.1769,1.1656,1.1803,1.1769,1.1656
2025-09-23,1.1798,1.182,1.1779,1.1815,0.0017,0.0005,0.0019,,-0.0005,0,0.1,,139781,2104969,135313,,41,79,6.03,1.1855,1.1731,1.1607,,1.1805,28,-0.44,,1.1731,1.1675,,1.178,1.1768,1.1744,1.1729,1.1674,,,0.0039,0.0033,0.0006,,1.1871,1.1851,1.183,1.1789,1.1769,1.1748,,1.1902,1.1744,1.1586,,23.6,15.7,60.05,40.84,24.96,,23.4,16.5,58.65,↓,,-35.99,103.74,0.0104,,17,0,266.38,163.48,337.19,206.94,24,18,,1.179,1.1747,1.1769,1.1656,1.1815,1.1769,1.1656
2025-09-24,1.1814,1.1819,1.1728,1.1738,-0.0076,0.0005,0.001,,-0.0001,0,-0.65,,145267,1959702,136990,,91,80,6.56,1.1853,1.1736,1.1619,,1.1762,-43,-0.63,,1.1736,1.1677,,1.1772,1.1763,1.1743,1.173,1.1677,,,0.0033,0.0033,0,,1.1886,1.1841,1.1795,1.1704,1.1659,1.1613,,1.1903,1.1743,1.1583,,21,22.5,48.28,0,24.96,,21.7,20.8,51.06,↑,,-66.79,39.81,0.0044,,0,51,247.35,202.8,309.19,253.5,10,17,,1.181,1.1747,1.1779,1.1656,1.1738,1.1779,1.1656
2025-09-25,1.174,1.1754,1.1646,1.1666,-0.0074,0.0014,0.002,,0.0002,0,-0.61,,161287,1798415,139421,,108,82,6.82,1.1854,1.1735,1.1617,,1.1689,-73,-1.02,,1.1735,1.1678,,1.1751,1.1748,1.1736,1.1725,1.1677,,,0.0023,0.0031,-0.0008,,1.1839,1.1785,1.1731,1.1623,1.1569,1.1515,,1.19,1.1736,1.1572,,18.7,28,40.04,0,13.61,,20.2,24.5,45.19,↓,,-92.67,-67.28,-0.0069,,0,82,229.68,270.31,280.1,329.65,8,16,,1.1783,1.1747,1.1765,1.1656,1.1666,1.1765,1.1656
2025-09-26,1.1662,1.1707,1.1658,1.17,0.0038,0.0007,0.0004,,-0.0004,1,0.29,,153207,1951622,141223,,49,80,6.91,1.1853,1.1736,1.1618,,1.1688,-1,-0.4,,1.1736,1.168,,1.1741,1.1741,1.1733,1.1723,1.1678,,,0.0018,0.0028,-0.001,,1.1768,1.1744,1.1719,1.167,1.1646,1.1621,,1.1893,1.1733,1.1573,,20.4,24.9,45.03,15.46,5.15,,21.2,22.8,48.18,↑,,-80.22,-68.66,-0.0035,,0,0,213.27,251,266.59,313.75,8,15,,1.1783,1.1747,1.1765,1.1656,1.17,1.1765,1.1656
2025-09-29,1.1703,1.1755,1.1702,1.1727,0.0024,0.0028,0.0001,,0.0003,0,0.23,,131695,2083317,143673,,55,78,6.91,1.1854,1.1737,1.162,,1.1728,40,-0.64,,1.1737,1.168,,1.1738,1.1739,1.1732,1.1723,1.168,,,0.0016,0.0026,-0.001,,1.1807,1.1781,1.1754,1.1701,1.1675,1.1648,,1.1888,1.1732,1.1576,,21.1,22.1,48.84,39.59,18.35,,21.6,21.2,50.47,↓,,-70.33,-11.83,-0.0034,,48,0,246.04,233.07,315.44,298.81,3,14,,1.1783,1.1747,1.1765,1.1656,1.1727,1.1765,1.1656
2025-09-30,1.1727,1.1762,1.1712,1.1734,0.0007,0.0028,0.0015,,0,0,0.06,,144957,2228274,142532,,50,76,6.54,1.185,1.1741,1.1633,,1.1736,8,-0.69,,1.1741,1.168,,1.1737,1.1738,1.1732,1.1724,1.1682,,,0.0014,0.0024,-0.001,,1.181,1.1785,1.176,1.171,1.1685,1.166,,1.1884,1.1732,1.158,,19.5,19.6,49.87,49.13,34.73,,20.6,19.7,51.12,↑,,-67.77,-6.23,-0.0133,,7,0,235.47,216.42,309.83,284.76,4,13,,1.1747,1.1747,1.1747,1.1656,1.1734,1.1747,1.1656
2025-10-01,1.1736,1.1779,1.1716,1.1731,-0.0005,0.0043,0.0015,,0.0002,0,-0.03,,200006,2028268,146164,,63,75,6.53,1.1847,1.1745,1.1642,,1.1742,6,-0.06,,1.1745,1.1679,,1.1736,1.1737,1.1732,1.1725,1.1684,,,0.0012,0.0022,-0.001,,1.1831,1.18,1.1768,1.1705,1.1673,1.1642,,1.1882,1.1732,1.1582,,17.3,17.8,49.29,46.23,44.98,,19.1,18.5,50.8,↓,,-68.86,-4.38,-0.0082,,17,0,235.65,200.96,314.2,267.95,8,13,,1.1733,1.1747,1.174,1.1656,1.1731,1.174,1.1656
2025-10-02,1.1731,1.1758,1.1683,1.1717,-0.0014,0.0027,0.0034,,0,0,-0.12,,138034,1890234,147210,,75,75,6.54,1.1842,1.1748,1.1654,,1.1719,-23,0.44,,1.1748,1.1679,,1.1732,1.1734,1.1731,1.1724,1.1685,,,0.001,0.002,-0.001,,1.1831,1.1793,1.1756,1.1681,1.1644,1.1606,,1.1881,1.1731,1.1581,,15.4,17.4,46.95,34.53,43.3,,17.7,18.2,49.3,↑,,-73.99,-55.5,-0.0069,,0,33,218.82,219.61,291.76,292.81,0,12,,1.1733,1.1764,1.1749,1.1656,1.1717,1.1749,1.1656
2025-10-03,1.1715,1.1759,1.1715,1.1743,0.0028,0.0016,0,,-0.0002,0,0.22,,126797,2017031,145977,,44,73,6.26,1.1842,1.1749,1.1656,,1.1739,20,0.37,,1.1749,1.1679,,1.1734,1.1735,1.1732,1.1725,1.1687,,,0.001,0.0018,-0.0008,,1.1807,1.1785,1.1763,1.1719,1.1697,1.1675,,1.1878,1.1732,1.1586,,16.6,15.5,51.71,58.32,46.36,,18.3,16.9,51.99,↓,,-64.47,-20.96,-0.0004,,1,0,204.19,203.92,279.71,279.34,0,11,,1.1733,1.1764,1.1749,1.1656,1.1743,1.1749,1.1656
2025-10-06,1.1727,1.1731,1.1652,1.1713,-0.0014,0.0004,0.0061,,-0.0016,0,-0.26,,178697,1838334,148822,,91,74,6.17,1.1841,1.1747,1.1653,,1.1699,-40,-0.12,,1.1747,1.1681,,1.173,1.1732,1.173,1.1724,1.1688,,,0.0008,0.0016,-0.0008,,1.1824,1.1785,1.1745,1.1666,1.1627,1.1587,,1.1878,1.173,1.1582,,14.8,17.1,46.39,54.41,49.09,,17,17.8,48.85,↑,,-75.46,-92.53,-0.009,,0,63,189.61,252.35,256.23,341.01,14,11,,1.1732,1.1764,1.1748,1.1656,1.1713,1.1748,1.1656
2025-10-07,1.171,1.1716,1.1648,1.1659,-0.0051,0.0006,0.0011,,-0.0003,0,-0.46,,137177,1701157,148606,,68,74,6.19,1.1845,1.1744,1.1644,,1.1674,-25,-0.64,,1.1744,1.1683,,1.1716,1.1721,1.1723,1.1719,1.1687,,,0.0002,0.0013,-0.0011,,1.1769,1.1735,1.1701,1.1633,1.1599,1.1565,,1.1871,1.1723,1.1575,,13.2,21.2,38.37,0,37.58,,15.8,20.4,43.65,↓,,-93.56,-125.3,-0.0156,,0,4,176.07,238.33,237.93,322.07,15,11,,1.1713,1.1764,1.1738,1.1656,1.1659,1.1738,1.1656
2025-10-08,1.1657,1.1661,1.1598,1.1628,-0.0029,0.0004,0.003,,-0.0002,0,-0.27,,158233,1542924,149360,,63,73,6.23,1.1852,1.1741,1.163,,1.1629,-45,-0.88,,1.1741,1.1688,,1.1698,1.1707,1.1714,1.1712,1.1685,,,-0.0005,0.0009,-0.0014,,1.1723,1.1692,1.166,1.1597,1.1566,1.1534,,1.186,1.1714,1.1568,,11.7,22.3,34.41,0,18.14,,14.7,21.2,40.95,↑,,-86.49,-184.61,-0.011,,0,50,163.49,271.31,223.96,371.66,25,12,,1.1689,1.1759,1.1724,1.1656,1.1628,1.1724,1.1656
2025-10-09,1.1627,1.1648,1.1542,1.1565,-0.0062,0.0021,0.0023,,-0.0001,0,-0.54,,183824,1359100,150848,,106,75,6.32,1.1867,1.1732,1.1598,,1.1585,-44,-1.3,,1.1732,1.1691,,1.1671,1.1685,1.17,1.1701,1.168,,,-0.0016,0.0004,-0.002,,1.1734,1.1681,1.1628,1.1522,1.1469,1.1416,,1.185,1.17,1.155,,10.4,26.8,27.96,0,0,,13.7,24.2,36.15,↓,,-91.73,-212.55,-0.0101,,0,56,151.81,307.93,202.41,410.57,34,14,,1.166,1.1731,1.1696,1.1656,1.1565,1.1696,1.1656
2025-10-10,1.1561,1.1631,1.1557,1.1622,0.0061,0.0009,0.0004,,-0.0004,1,0.49,,178529,1537629,153760,,74,75,6.63,1.187,1.1727,1.1584,,1.1603,18,-1.03,,1.1727,1.1691,,1.1661,1.1675,1.1693,1.1695,1.1678,,,-0.002,-0.0001,-0.0019,,1.1724,1.1687,1.165,1.1576,1.1539,1.1502,,1.1843,1.1693,1.1543,,15.6,23.8,39.59,48.97,16.32,,16.8,22.5,42.75,↑,,-71.22,-154.8,-0.0078,,0,0,140.97,285.94,187.96,381.25,34,15,,1.166,1.1731,1.1696,1.1656,1.1622,1.1696,1.1656
2025-10-13,1.1611,1.163,1.1558,1.1571,-0.004,0.0019,0.0013,,-0.0011,1,-0.44,,149490,1388139,156113,,72,75,6.69,1.1875,1.1717,1.156,,1.1586,-17,-1.21,,1.1717,1.1691,,1.1643,1.1659,1.1681,1.1686,1.1674,,,-0.0027,-0.0006,-0.0021,,1.1687,1.1651,1.1615,1.1543,1.1507,1.1471,,1.1831,1.1681,1.1531,,13.9,26.8,34.15,26.06,25.01,,15.6,24.5,38.9,↓,,-89.53,-147.17,-0.0156,,0,0,130.9,265.52,174.53,354.03,34,16,,1.166,1.1731,1.1696,1.1656,1.1571,1.1696,1.1656
2025-10-14,1.157,1.1615,1.1542,1.1608,0.0038,0.0007,0.0028,,-0.0001,0,0.32,,198051,1586190,158267,,73,75,5.82,1.1853,1.1704,1.1556,,1.1588,2,-0.44,,1.1704,1.1692,,1.1636,1.1651,1.1674,1.168,1.1671,,,-0.0029,-0.0011,-0.0018,,1.1708,1.1672,1.1635,1.1562,1.1526,1.1489,,1.1824,1.1674,1.1524,,16.5,23.8,40.94,54.65,43.23,,17.1,22.8,42.86,↑,,-72.15,-127.1,-0.0126,,0,16,121.55,262.55,162.07,350.07,37,18,,1.1651,1.1731,1.1691,1.1724,1.1608,1.1691,1.1724
2025-10-15,1.1608,1.1648,1.1602,1.1647,0.0039,0.0001,0.0006,,0,0,0.34,,164118,1750308,157180,,46,73,5.88,1.1837,1.1696,1.1555,,1.1632,44,0.16,,1.1696,1.1692,,1.1638,1.165,1.1671,1.1678,1.167,,,-0.0028,-0.0014,-0.0014,,1.1709,1.1686,1.1663,1.1617,1.1594,1.1571,,1.1817,1.1671,1.1525,,19,21.2,47.26,81.26,53.99,,18.7,21.2,46.87,↓,,-55.7,-72.16,-0.0084,,33,0,145.87,243.8,199.82,333.97,25,19,,1.1651,1.1731,1.1691,1.1724,1.1647,1.1691,1.1724
2025-10-16,1.1646,1.1694,1.1643,1.1688,0.0042,0.0006,0.0003,,-0.0001,0,0.35,,179416,1929724,157095,,51,71,6.03,1.1826,1.1691,1.1556,,1.1675,43,1.06,,1.1691,1.1692,,1.1648,1.1656,1.1673,1.1679,1.1671,,,-0.0023,-0.0016,-0.0007,,1.1758,1.1732,1.1707,1.1656,1.1631,1.1605,,1.1815,1.1673,1.1531,,21.4,18.8,53.23,100,78.64,,20.3,19.7,50.75,↑,,-38.4,-18.8,-0.0029,,46,0,181.45,226.39,255.56,318.86,11,18,,1.1637,1.1731,1.1684,1.1731,1.1688,1.1684,1.1731
2025-10-17,1.1686,1.1729,1.165,1.1651,-0.0035,0.0043,0.0001,,-0.0002,0,-0.32,,189209,1740515,158651,,79,72,6.02,1.182,1.1686,1.1553,,1.1677,2,0.25,,1.1686,1.1692,,1.1649,1.1655,1.1671,1.1677,1.167,,,-0.0022,-0.0017,-0.0005,,1.1782,1.1742,1.1703,1.1624,1.1585,1.1545,,1.1815,1.1671,1.1527,,19,20.8,47.74,78.27,86.51,,18.9,20.9,47.49,↓,,-54.01,-12.62,-0.0092,,35,0,203.49,210.22,282.63,291.97,2,17,,1.1635,1.1731,1.1683,1.1731,1.1651,1.1683,1.1731
2025-10-20,1.1667,1.1676,1.1638,1.1641,-0.0026,0.0009,0.0003,,0.0016,0,-0.09,,136716,1603799,159725,,38,70,5.7,1.1802,1.1678,1.1554,,1.1652,-25,0.6,,1.1678,1.1693,,1.1647,1.1653,1.1668,1.1674,1.1669,,,-0.0021,-0.0018,-0.0003,,1.1703,1.1684,1.1665,1.1627,1.1608,1.1589,,1.1808,1.1668,1.1528,,16.9,19.6,46.3,72.58,83.62,,17.6,20.1,46.68,↑,,-58.23,-38.17,-0.0072,,0,12,188.96,207.2,269.94,296,5,16,,1.1635,1.1731,1.1683,1.1731,1.1641,1.1683,1.1731
2025-10-21,1.1643,1.1655,1.1598,1.16,-0.0043,0.0012,0.0002,,0.0002,0,-0.35,,167947,1435852,161133,,57,69,5.75,1.1779,1.1667,1.1556,,1.1618,-34,-0.07,,1.1667,1.1692,,1.1638,1.1645,1.1662,1.1669,1.1666,,,-0.0024,-0.0019,-0.0005,,1.1694,1.1666,1.1637,1.158,1.1551,1.1523,,1.18,1.1662,1.1524,,15,22,40.54,49.78,66.88,,16.3,21.6,43.01,↓,,-73.27,-74.97,-0.0059,,0,40,175.46,232.4,254.29,336.81,14,16,,1.1635,1.1731,1.1683,1.1731,1.16,1.1683,1.1731
2025-10-22,1.16,1.1623,1.1577,1.161,0.001,0.0013,0.0023,,0,0,0.09,,145357,1581209,161137,,46,67,5.38,1.177,1.1661,1.1552,,1.1603,-15,-0.32,,1.1661,1.169,,1.1632,1.164,1.1657,1.1665,1.1664,,,-0.0025,-0.002,-0.0005,,1.1676,1.1653,1.163,1.1584,1.1561,1.1538,,1.1791,1.1657,1.1523,,14.4,19.6,42.35,42.98,55.11,,15.9,20.1,44.17,↑,,-68.66,-84.6,-0.0018,,0,21,162.93,236.8,243.18,353.43,18,16,,1.1635,1.1731,1.1683,1.1731,1.161,1.1683,1.1731
2025-10-23,1.1612,1.162,1.1585,1.1618,0.0006,0.0002,0.0027,,0.0002,1,0.07,,111400,1692609,158643,,35,65,4.97,1.1769,1.1659,1.1548,,1.1608,5,-0.6,,1.1659,1.1689,,1.1629,1.1637,1.1653,1.1662,1.1662,,,-0.0025,-0.0021,-0.0004,,1.1665,1.1648,1.163,1.1595,1.1578,1.156,,1.1783,1.1653,1.1523,,13.7,17.4,44.05,51.89,48.22,,15.3,18.7,45,↓,,-59.79,-70.5,0.0053,,0,0,151.29,219.89,232.75,338.29,18,16,,1.1635,1.1695,1.1665,1.1731,1.1618,1.1665,1.1731
2025-10-24,1.1617,1.165,1.1601,1.1625,0.0008,0.0025,0.0016,,-0.0001,0,0.06,,140618,1833227,158014,,49,64,4.84,1.1764,1.1655,1.1545,,1.1625,17,-0.22,,1.1655,1.1687,,1.1628,1.1635,1.165,1.1659,1.1661,,,-0.0024,-0.0022,-0.0002,,1.1699,1.1675,1.165,1.1601,1.1576,1.1552,,1.1778,1.165,1.1522,,13,15.5,45.61,39.95,44.94,,14.7,17.4,45.79,↑,,-55.61,-42.05,0.0003,,30,0,170.48,204.18,266.38,319.03,9,16,,1.1635,1.1681,1.1658,1.1731,1.1625,1.1658,1.1731
2025-10-27,1.1636,1.1652,1.1618,1.1645,0.0009,0.0007,0.0018,,0.0011,0,0.17,,114010,1947237,157129,,34,62,4.8,1.1755,1.1651,1.1546,,1.1638,13,0.03,,1.1651,1.1687,,1.1631,1.1637,1.165,1.1658,1.166,,,-0.0021,-0.0022,0.0001,,1.1693,1.1676,1.1659,1.1625,1.1608,1.1591,,1.1774,1.165,1.1526,,13.8,13.8,50,74.55,55.46,,15.1,16.2,48.24,↓,,-44.92,-19.48,0.0074,,2,0,160.3,189.6,258.55,305.81,8,15,,1.1653,1.1681,1.1667,1.1731,1.1645,1.1667,1.1731
2025-10-28,1.1646,1.1669,1.1626,1.1652,0.0006,0.0017,0.002,,0.0001,0,0.06,,126116,2073353,156187,,43,61,4.8,1.1744,1.1647,1.1549,,1.1649,11,0.45,,1.1647,1.1687,,1.1635,1.1639,1.165,1.1658,1.166,,,-0.0019,-0.0021,0.0002,,1.1715,1.1694,1.1672,1.1629,1.1608,1.1586,,1.1772,1.165,1.1528,,13,12.3,51.38,85.42,66.64,,14.5,15,49.15,↑,,-41.18,3.13,0.0044,,17,0,165.85,176.06,271.89,288.62,3,14,,1.1653,1.1681,1.1667,1.1731,1.1652,1.1667,1.1731
2025-10-29,1.1651,1.1666,1.1578,1.1601,-0.005,0.0015,0.0023,,-0.0001,0,-0.44,,179070,1894283,155140,,88,63,5.01,1.1731,1.164,1.1549,,1.1615,-34,-0.08,,1.164,1.1686,,1.1628,1.1633,1.1645,1.1654,1.1658,,,-0.0021,-0.0021,0,,1.174,1.1696,1.1652,1.1564,1.152,1.1476,,1.1771,1.1645,1.1519,,11.6,16.6,41.13,5.44,55.14,,13.5,17.6,43.41,↓,,-68.45,-48.05,-0.0046,,0,48,154,211.48,244.44,335.68,16,14,,1.1653,1.1681,1.1667,1.1731,1.1601,1.1667,1.1731
2025-10-30,1.1601,1.1637,1.1547,1.1565,-0.0036,0.0036,0.0018,,0,0,-0.31,,157038,1737245,156091,,90,65,5.09,1.1722,1.1633,1.1543,,1.1583,-32,-0.46,,1.1633,1.1685,,1.1615,1.1623,1.1637,1.1647,1.1654,,,-0.0024,-0.0022,-0.0002,,1.1709,1.1664,1.1619,1.1529,1.1484,1.1439,,1.1767,1.1637,1.1507,,10.3,18.8,35.4,0,30.29,,12.5,18.9,39.81,↑,,-87.7,-102.6,-0.0123,,0,31,143,227.37,220,349.8,23,15,,1.1612,1.166,1.1636,1.1731,1.1565,1.1636,1.1731
2025-10-31,1.1567,1.1578,1.1522,1.1536,-0.0031,0.0011,0.0014,,0.0002,0,-0.25,,122525,1614720,155877,,56,64,5.01,1.1706,1.1622,1.1538,,1.1545,-38,-0.77,,1.1622,1.1682,,1.1599,1.161,1.1627,1.1639,1.1649,,,-0.0029,-0.0023,-0.0006,,1.1625,1.1597,1.1569,1.1513,1.1485,1.1457,,1.1755,1.1627,1.1499,,9.2,19.9,31.62,0,1.81,,11.6,19.6,37.18,↓,,-93.24,-171.04,-0.0115,,0,25,132.79,236.13,207.48,368.95,28,16,,1.1595,1.1651,1.1623,1.1721,1.1536,1.1623,1.1721
2025-11-03,1.1532,1.1541,1.1505,1.1519,-0.0013,0.0009,0.0014,,-0.0004,0,-0.15,,122621,1492099,153073,,36,62,4.98,1.1697,1.1613,1.1528,,1.1522,-23,-1.08,,1.1613,1.168,,1.1583,1.1596,1.1617,1.163,1.1644,,,-0.0034,-0.0025,-0.0009,,1.1574,1.1556,1.1538,1.1502,1.1484,1.1466,,1.1741,1.1617,1.1493,,8.2,19.6,29.5,0,0,,10.8,19.4,35.76,↑,,-93.75,-198.31,-0.0122,,0,17,123.31,236.26,198.89,381.06,31,17,,1.1587,1.1642,1.1614,1.1712,1.1519,1.1614,1.1712
2025-11-04,1.152,1.1534,1.1473,1.1483,-0.0037,0.0014,0.001,,0.0001,0,-0.31,,118115,1373984,152120,,61,62,4.85,1.1702,1.1604,1.1505,,1.1497,-25,-1.45,,1.1604,1.1676,,1.1563,1.1579,1.1604,1.1619,1.1638,,,-0.004,-0.0028,-0.0012,,1.1581,1.1551,1.152,1.1459,1.1429,1.1398,,1.1728,1.1604,1.148,,7.3,21.4,25.44,0,0,,10,20.6,32.68,↓,,-96.09,-211.81,-0.0117,,0,32,114.5,251.38,184.68,405.45,37,18,,1.1571,1.1626,1.1599,1.1696,1.1483,1.1599,1.1696
2025-11-05,1.1483,1.1498,1.1469,1.1493,0.001,0.0005,0.0014,,0,0,0.09,,115551,1489535,149986,,29,60,4.83,1.1706,1.1597,1.1488,,1.1487,-10,-0.93,,1.1597,1.1674,,1.1549,1.1566,1.1593,1.161,1.1632,,,-0.0044,-0.0031,-0.0013,,1.1533,1.1519,1.1504,1.1475,1.1461,1.1446,,1.1713,1.1593,1.1473,,7.6,19,28.57,12.07,4.02,,10,19.1,34.36,↑,,-90.77,-186.83,-0.0117,,0,4,106.32,237.42,177.2,395.7,38,19,,1.1569,1.1624,1.1597,1.1694,1.1493,1.1597,1.1694
2025-11-06,1.1491,1.1552,1.1491,1.1547,0.0056,0.0005,0,,-0.0002,0,0.47,,116103,1605638,146600,,61,60,4.82,1.1706,1.1596,1.1486,,1.153,43,-0.16,,1.1596,1.1671,,1.1549,1.1563,1.1589,1.1605,1.1629,,,-0.0042,-0.0033,-0.0009,,1.163,1.16,1.1569,1.1508,1.1478,1.1447,,1.1709,1.1589,1.1469,,12.8,16.9,43.1,68.08,26.72,,13.1,17.7,42.53,↓,,-62.32,-102.09,-0.0071,,54,0,152.73,220.46,254.55,367.43,18,19,,1.1569,1.1614,1.1591,1.1694,1.1547,1.1591,1.1694
2025-11-07,1.1545,1.1591,1.153,1.1566,0.0021,0.0025,0.0015,,-0.0002,0,0.16,,112544,1718182,143301,,61,60,4.5,1.1704,1.1593,1.1483,,1.1562,32,0.26,,1.1593,1.1668,,1.1552,1.1563,1.1587,1.1602,1.1627,,,-0.0039,-0.0034,-0.0005,,1.1656,1.1626,1.1595,1.1534,1.1504,1.1473,,1.1707,1.1587,1.1467,,13.5,15,47.37,84.54,54.9,,13.5,16.4,45.15,↑,,-51.5,-47.7,-0.0059,,39,0,180.82,204.71,301.37,341.18,6,18,,1.1569,1.1614,1.1591,1.1694,1.1566,1.1591,1.1694
2025-11-10,1.1558,1.1583,1.1541,1.1557,-0.0001,0.0025,0.0016,,-0.0008,1,-0.08,,110114,1608068,141332,,42,59,4.23,1.1704,1.1593,1.1481,,1.156,-2,0.33,,1.1593,1.1665,,1.1553,1.1562,1.1584,1.1599,1.1624,,,-0.0037,-0.0035,-0.0002,,1.1622,1.1601,1.158,1.1538,1.1517,1.1496,,1.1702,1.1584,1.1466,,12,14.3,45.63,92.07,81.56,,12.5,15.9,44.01,↓,,-56,-47.24,-0.0088,,0,0,167.9,190.09,284.58,322.19,6,17,,1.1568,1.16,1.1584,1.1694,1.1557,1.1584,1.1694
2025-11-11,1.1556,1.1606,1.1547,1.1583,0.0027,0.0023,0.0009,,-0.0001,0,0.22,,105552,1713620,136707,,59,59,4.15,1.1702,1.1591,1.148,,1.1579,19,0.87,,1.1591,1.1664,,1.1559,1.1565,1.1584,1.1598,1.1622,,,-0.0033,-0.0035,0.0002,,1.1669,1.164,1.161,1.1551,1.1522,1.1492,,1.1702,1.1584,1.1466,,13.6,12.7,51.71,100,92.2,,13.5,14.8,47.7,↑,,-43,-20.06,-0.0069,,23,0,178.91,176.51,303.24,299.17,1,16,,1.1553,1.1599,1.1576,1.1694,1.1583,1.1576,1.1694
2025-11-12,1.1587,1.1598,1.1563,1.1593,0.0006,0.0005,0.0024,,0.0004,1,0.09,,100806,1814426,133541,,35,57,3.96,1.1697,1.1589,1.1481,,1.1585,6,0.87,,1.1589,1.1663,,1.1566,1.1569,1.1585,1.1598,1.1621,,,-0.0029,-0.0034,0.0005,,1.1641,1.1624,1.1606,1.1571,1.1553,1.1536,,1.1699,1.1585,1.1471,,13.2,11.3,53.88,100,97.36,,13.2,13.7,49.07,↓,,-38,-8.47,-0.0008,,0,0,166.13,163.9,291.46,287.54,1,15,,1.1538,1.1599,1.1569,1.1694,1.1593,1.1569,1.1694
